100000
100605,495203
26041,329710
133083,49993
136374,403733
402111,225512
404918,97755
359904,356284
288351,60007
76401,121909
351362,32241
491511,371767
233222,448271
351739,388538
342643,411302
103308,456784
495513,217448
478466,353041
194371,170381
116857,265395
120433,339327
364965,399981
318359,91724
261976,135373
63256,125140
47855,297357
164052,166434
264202,458967
258729,383325
248121,303149
312878,151843
14519,319433
436717,290016
294601,77254
410696,437996
138718,424469
57111,284451
439570,114915
460451,499954
362890,483133
18433,409718
218838,201407
466795,268956
324199,497936
228618,183129
37337,85101
216672,358555
192401,475641
50793,193365
498362,146708
363107,486947
202538,247194
477126,235385
438305,59960
250830,56129
50536,204202
370430,212859
66846,138467
367322,265270
159753,459083
493311,331134
32501,51552
210039,331382
305198,233184
329297,370070
45277,461964
210577,59140
323396,451297
41935,293998
476394,106570
498593,168138
187137,31156
103949,45008
49929,67136
162855,1177
38637,249279
489169,19624
37665,56181
418943,70155
411376,122347
172487,168140
111236,445180
56203,353940
402170,398926
459913,387404
4101,395014
328914,64823
192216,194767
119649,438038
441771,53665
396815,208038
56270,499417
300064,224560
43764,88253
144242,197263
10394,17390
348908,51210
99910,47711
257640,132046
131523,254322
360620,345857
284174,55987
466647,312200
108357,396916
414005,72743
327285,17305
291338,187392
71928,469542
415161,292329
404822,169814
457608,181376
221314,323914
167689,245995
216398,26728
309792,128021
91805,347684
15157,330662
312193,306684
245865,38698
84745,337476
422362,147598
16710,466143
182884,370679
51491,180209
345840,289827
22619,303481
166839,471961
363846,118361
119391,336117
348634,288263
417497,444130
466545,190005
172549,406416
115481,329304
113206,102757
223381,374102
247908,13188
110859,355501
194111,331973
14204,217278
48214,281676
31205,296071
307019,116104
495342,480167
475353,343668
52377,424038
457596,230833
375799,180090
73765,294331
372761,160625
233469,437434
34371,346599
301119,234472
105716,214744
426095,499840
203475,287125
125703,194163
314749,152831
17075,404754
257936,292347
222355,291686
447562,405360
443060,115460
232416,162456
189927,128749
480424,390675
425888,133214
262556,163514
156954,174756
7609,391028
175843,455254
37189,223721
212249,79292
166697,84089
433165,132933
70557,128206
191868,282238
271111,216599
259231,149566
53217,53027
172744,280385
465476,261874
174769,174769
32791,411803
298588,76883
23749,466860
99549,57704
183319,302734
139399,400821
201232,353107
419925,244590
499874,8505
325642,193875
1841,249276
395826,177692
247710,438248
471452,466878
388560,239497
495641,358489
22782,497748
447853,321073
296304,201319
230622,399246
30053,484649
389495,255773
134864,196310
167612,191716
499969,285661
137714,107307
238913,219525
461496,67202
276907,270783
153363,47691
310691,415624
10696,413265
200327,356031
359059,149614
16659,431484
458612,355782
246205,438627
45026,308357
477984,307833
203624,429823
492765,223909
445316,248158
440552,245941
336203,318403
371550,73005
233306,407514
363683,235618
110171,484629
338895,75340
342685,201871
272056,192168
270781,232648
445149,237482
473913,365045
43675,200246
450267,386866
80412,86968
54825,185374
360356,204558
430050,425699
104268,320844
351243,244938
159596,50350
215234,164982
443806,399883
381668,3016
426473,19242
173662,77953
368776,73186
372157,395542
368524,256204
338014,37891
52834,316037
101856,332695
273418,254351
438681,390710
324502,471139
69296,316882
40512,491885
312495,304828
80456,14789
388038,28886
324977,456518
345224,473411
21561,298010
22315,446635
107755,2714
358253,489695
304578,263076
399166,7506
164686,70795
357556,220085
214654,203662
310806,443230
389032,115235
419596,76943
199944,263537
317874,198000
412765,271553
407308,161721
469222,442988
419454,108483
375024,328781
377874,263958
141695,359448
119147,41844
96512,91196
263345,255199
408399,1398
495441,353434
198271,44491
23001,134857
422817,418090
209044,219699
499949,355110
314920,55598
252902,251849
261086,125770
39035,29504
14905,58591
304292,363040
120180,59255
316204,355347
261127,373707
484968,44915
386989,268742
4626,491467
450372,446586
409841,394628
233866,304164
499620,470893
327266,185550
130739,437904
170376,20266
336733,441434
240292,445735
492785,97912
474480,28091
36837,233720
224554,359299
350611,113361
189863,487088
366434,266762
374083,119948
340436,317915
417825,450115
63632,64832
90418,220737
473518,171351
299748,24042
184674,182425
431481,356115
209728,394665
425085,96225
184151,464406
115783,161578
374154,424753
468771,286817
102497,408813
43348,388347
48971,250121
218496,365350
247708,261664
142894,321103
107729,141511
112491,284865
246127,181309
459564,103697
351593,322750
32349,157903
270413,272134
260148,483465
15785,267042
7478,386597
94670,134533
351757,309019
101539,103820
187454,81331
85841,268739
377363,11060
432460,203806
