1024
6,6930
19,8009
25,7784
41,9471
51,3265
63,1002
73,7750
74,2820
81,4581
90,4895
99,2251
100,9711
110,3645
117,6627
123,7807
132,568
137,5148
138,3028
190,5656
192,5285
194,2388
209,2667
223,3432
229,5296
230,3199
231,5045
257,6598
265,1542
269,2458
305,3422
311,3396
379,2011
411,5371
415,1661
418,2558
431,8112
441,6329
445,2993
449,1386
462,5929
464,3862
469,4882
478,1674
479,4331
493,8433
494,1276
508,9448
514,3377
520,3764
522,9765
530,5222
538,7829
540,2871
544,4153
551,2238
552,1328
554,1794
556,362
557,7501
572,4478
573,491
575,3966
601,1949
613,8629
617,6777
622,4032
651,5960
661,6774
678,9225
689,9568
714,9989
729,4314
737,8738
741,3939
753,1044
754,1289
771,9579
772,3479
779,4785
784,3393
803,9795
804,6534
814,7357
831,8539
844,8177
854,9897
860,3777
874,7860
875,7897
882,6497
884,67
896,8909
907,9834
913,4216
914,4613
924,1106
925,5328
931,9239
946,7833
956,2350
960,4760
972,8137
973,840
986,7504
992,3441
1015,4768
1035,6082
1042,3391
1050,6163
1055,5765
1067,8270
1070,148
1075,3217
1087,6451
1091,4170
1092,8022
1096,9152
1098,2205
1104,7640
1128,6857
1143,7930
1149,8967
1152,277
1165,5610
1199,8759
1206,9476
1212,81
1218,8782
1227,7489
1228,7982
1234,1573
1259,9946
1260,4105
1291,1632
1316,6344
1318,3598
1324,3808
1327,6709
1332,7508
1342,3512
1346,6280
1356,3898
1362,6608
1376,5865
1386,715
1405,9641
1416,4089
1419,25
1422,593
1425,2129
1434,5624
1444,5935
1462,3101
1473,2753
1500,1010
1510,844
1519,5662
1541,9260
1544,8954
1546,6644
1566,1300
1569,7947
1574,6055
1576,5634
1606,7808
1615,6767
1625,7246
1626,3072
1628,6192
1641,4777
1672,9733
1674,7365
1677,288
1691,8184
1696,1290
1710,417
1735,1049
1751,9610
1772,855
1774,6330
1782,5560
1789,8297
1813,6980
1817,6609
1826,7019
1829,7631
1832,522
1836,4429
1844,6681
1852,6262
1872,7483
1877,4786
1881,7689
1884,9387
1899,1089
1914,3140
1919,3172
1929,9207
1931,2979
1932,5761
1937,8151
1938,7880
1941,5968
1949,6542
1954,1417
1959,1817
1970,4203
1979,6371
2001,411
2012,9427
2023,6883
2027,2308
2034,9860
2039,4122
2051,630
2055,4604
2069,3937
2072,6900
2090,1788
2091,440
2095,3667
2096,4396
2099,5873
2102,4093
2119,1448
2127,6905
2139,1232
2140,8439
2143,8133
2150,7674
2159,8064
2164,7142
2173,8729
2185,7020
2188,6337
2200,6950
2208,5667
2209,8176
2221,3264
2226,8666
2244,3955
2245,6350
2256,1469
2259,6257
2261,6690
2270,4274
2283,1342
2297,8278
2306,4645
2309,4084
2311,4189
2313,5909
2319,8139
2330,6052
2341,5955
2353,3332
2356,7411
2357,902
2373,9127
2399,7408
2401,6662
2423,1695
2424,3588
2437,5230
2454,2918
2472,6517
2488,7900
2491,9001
2496,4600
2497,2980
2504,8769
2557,2887
2568,7581
2573,3942
2583,3333
2598,4514
2604,8182
2617,4856
2639,3725
2643,7198
2645,6587
2651,1335
2661,3148
2662,1352
2675,4357
2676,289
2679,1391
2693,9807
2705,1093
2708,8047
2713,9332
2715,3453
2716,4067
2727,6331
2744,2411
2754,861
2774,3065
2780,2346
2786,108
2787,5939
2800,2598
2803,8420
2816,7224
2824,3474
2840,2380
2859,6426
2861,4256
2868,2269
2872,5197
2891,1381
2894,2214
2902,4151
2907,6171
2921,4295
2924,9990
2925,6440
2926,8399
2937,8376
2941,8624
2943,3932
2947,9894
2949,3454
2979,5840
2981,4097
2992,8216
2993,424
2994,2665
2996,5750
3004,7050
3008,7475
3009,7233
3010,9056
3012,4498
3018,2968
3024,6640
3025,848
3027,5723
3034,4436
3046,8946
3057,9398
3058,8696
3061,5220
3067,7104
3074,9364
3086,5075
3092,4595
3093,9049
3102,6195
3103,2403
3111,9726
3119,3707
3166,86
3168,205
3173,5484
3214,1583
3227,5829
3244,573
3253,9142
3254,6805
3264,6327
3271,2936
3283,5719
3284,2176
3288,3472
3314,1166
3318,8188
3321,308
3323,5025
3338,5161
3343,2122
3349,2831
3366,3123
3368,1437
3386,1310
3408,4451
3416,8460
3429,4439
3451,7848
3457,5588
3460,1875
3463,4101
3508,3671
3510,1713
3523,7090
3534,1180
3540,3929
3544,9516
3545,9040
3549,8231
3551,9997
3563,6841
3599,8237
3620,1547
3622,8107
3623,373
3630,1455
3633,6496
3635,1647
3636,1574
3646,8236
3662,7725
3665,2853
3689,8976
3716,7650
3723,307
3747,6145
3752,1055
3755,4637
3756,2085
3757,563
3762,867
3775,1955
3776,21
3782,2274
3795,494
3802,4132
3819,8915
3821,982
3827,3505
3834,4654
3852,7699
3855,3816
3865,8538
3871,9263
3877,3135
3900,4245
3907,9014
3912,7679
3916,624
3926,3688
3928,7226
3930,1968
3931,6162
3975,2013
3978,4810
3983,3313
3984,9541
3997,8785
4005,3437
4019,8825
4021,4288
4027,7015
4036,6547
4052,790
4061,7673
4064,1715
4073,9153
4079,5367
4083,1513
4094,3649
4098,9166
4133,114
4147,6135
4169,5831
4173,217
4190,9240
4198,294
4218,2810
4232,1098
4251,8261
4272,6480
4278,7767
4285,4164
4289,2358
4308,750
4315,7851
4328,662
4335,9940
4351,98
4365,6157
4369,4524
4376,6738
4385,4283
4394,6789
4409,7781
4421,2231
4422,4966
4439,800
4467,1521
4474,1651
4476,2459
4482,3991
4504,6465
4524,7953
4528,6740
4529,2293
4533,5764
4559,3145
4574,7486
4582,2691
4591,1110
4601,464
4614,7168
4617,1473
4629,6384
4653,8203
4656,9880
4674,1887
4695,4242
4707,7302
4708,1930
4711,8711
4714,4008
4723,5000
4725,5430
4729,924
4730,5404
4739,6279
4742,8394
4753,29
4755,4187
4854,9531
4856,9162
4859,4932
4870,4720
4881,3964
4888,9415
4890,3347
4895,8883
4915,7338
4948,990
4966,653
4973,4955
4983,2457
4993,6122
5010,5896
5012,6764
5031,5081
5034,5276
5046,1127
5056,6884
5059,1033
5091,7743
5092,2700
5095,8960
5098,7734
5107,8153
5109,6531
5112,762
5119,145
5132,4204
5136,7881
5154,9991
5161,8545
5177,5762
5190,2408
5202,7910
5212,2923
5217,5368
5259,9659
5271,8482
5288,7810
5303,8149
5304,9944
5317,9927
5320,3107
5332,6828
5336,926
5345,9686
5361,7024
5362,2874
5367,1945
5378,2602
5382,2136
5398,9583
5406,2915
5411,8953
5416,1943
5426,2333
5458,2540
5461,770
5481,7952
5489,6823
5501,9154
5533,9003
5540,3538
5552,9266
5560,2243
5565,3549
5587,4610
5589,6232
5591,8281
5594,2254
5595,6822
5599,2212
5600,1699
5603,5801
5606,8303
5611,3780
5639,5690
5645,1772
5646,5903
5654,714
5681,3300
5694,6621
5703,4215
5718,8031
5723,6870
5724,4210
5739,2836
5744,8458
5752,6924
5770,991
5780,5545
5782,4946
5784,4953
5792,7449
5808,3442
5825,1086
5833,7662
5835,1354
5836,5535
5872,4691
5884,8417
5886,6067
5899,5048
5901,9315
5907,6033
5909,4381
5910,812
5928,3368
5930,4597
5933,5386
5941,5050
5955,4211
5959,2105
5969,4540
5971,9732
5991,3481
5993,7103
6001,6494
6018,8873
6026,8591
6036,9146
6044,2153
6047,499
6062,6768
6068,5631
6071,6177
6072,7042
6077,5118
6084,8100
6095,9508
6108,9559
6124,9369
6127,5805
6134,8039
6156,8647
6161,6084
6170,8316
6184,7450
6194,5164
6207,8724
6211,182
6216,1040
6226,3853
6258,5369
6259,7124
6262,5844
6268,8798
6275,2209
6276,7604
6296,4250
6317,7083
6335,8688
6337,3117
6349,2060
6357,6441
6362,2693
6369,9867
6382,5502
6402,5454
6403,7238
6407,9373
6417,4144
6421,2022
6424,4697
6437,3684
6441,7965
6451,5551
6458,1655
6478,6846
6479,7026
6504,8128
6527,9958
6530,9882
6539,6220
6540,2973
6546,9184
6547,3095
6567,7146
6582,8674
6588,2750
6605,6320
6626,1861
6636,8851
6641,8048
6652,8135
6659,6990
6677,1214
6679,1559
6691,1268
6692,7173
6718,4421
6722,4049
6760,8467
6775,7736
6778,9532
6795,3425
6806,4733
6809,1021
6828,1787
6840,5987
6854,4011
6867,4374
6873,732
6876,232
6884,4680
6928,6398
6929,8932
6951,6400
7001,7824
7005,3832
7011,8358
7017,7355
7024,8816
7048,3014
7055,6168
7082,7710
7092,7221
7098,7557
7105,5445
7128,5700
7138,3307
7146,9653
7156,3904
7161,2283
7175,2433
7178,1100
7181,7217
7235,3822
7239,3622
7245,6748
7246,3118
7259,2407
7261,7612
7266,2116
7267,5779
7280,2738
7297,7993
7299,2287
7301,6834
7308,3722
7319,7155
7344,2984
7356,3814
7363,2288
7368,837
7371,9590
7382,8572
7393,5136
7398,6141
7403,8011
7406,8016
7418,7816
7419,2763
7421,9520
7422,4217
7426,350
7460,8249
7462,1078
7468,4609
7476,3503
7482,5643
7492,7874
7501,4117
7518,1312
7531,3395
7535,8499
7551,2281
7552,3077
7591,854
7593,1179
7594,6916
7618,6239
7619,9281
7621,322
7625,5401
7626,2695
7627,4330
7677,168
7695,1497
7703,9501
7719,590
7720,1749
7730,1731
7732,9409
7738,6910
7741,9582
7744,9986
7759,3417
7760,1259
7764,2967
7768,8971
7786,9389
7789,6211
7790,2726
7796,734
7812,9811
7813,838
7821,5152
7859,1121
7880,3690
7884,9074
7922,2216
7941,8463
7959,9861
7963,6936
7969,3580
7973,6955
7977,3233
7988,8447
7997,7812
8001,2571
8002,9424
8004,7284
8005,2072
8008,9320
8034,381
8041,8356
8047,4735
8051,3082
8055,6879
8067,3554
8080,2735
8082,4369
8086,6023
8089,2170
8098,9885
8102,6708
8104,43
8148,75
8162,3635
8165,9717
8176,4792
8178,7235
8179,4338
8184,4006
8193,3712
8202,629
8231,5699
8278,3935
8279,2916
8285,6340
8287,1083
8296,8051
8300,8431
8301,2489
8304,5013
8312,51
8325,6721
8337,9079
8338,2690
8341,2809
8380,7995
8408,2240
8420,2037
8426,7595
8436,3969
8452,9009
8487,8550
8494,8544
8496,2233
8515,6131
8532,4468
8556,1832
8557,5495
8585,4559
8588,8607
8594,4058
8602,1879
8624,4967
8643,398
8649,9550
8659,9199
8660,4375
8665,5005
8677,7966
8681,1830
8684,5286
8685,354
8687,4621
8691,6169
8699,4030
8765,8652
8767,7753
8771,996
8779,1635
8782,3444
8791,6352
8792,9325
8798,8247
8807,3836
8839,6375
8858,3843
8861,7939
8871,2423
8872,7823
8877,2462
8889,5121
8892,9054
8897,7151
8898,8008
8899,9083
8903,7185
8907,6928
8928,1045
8930,8254
8939,8598
8940,4085
8948,385
8965,5403
8971,7335
8975,6316
8983,455
9005,8084
9012,728
9021,7471
9040,9704
9043,1727
9050,2206
9056,9464
9058,7424
9063,6927
9069,8715
9074,5983
9076,5748
9080,5308
9100,3844
9105,4580
9125,5353
9133,9097
9142,8276
9143,6739
9147,8559
9151,1162
9169,9645
9176,1558
9190,4765
9194,2301
9195,1344
9213,2748
9227,2066
9231,9400
9236,6972
9248,271
9257,6691
9263,1494
9272,5951
9301,1351
9304,8757
9310,9984
9320,1906
9329,6917
9331,524
9335,170
9336,741
9345,1538
9362,7759
9364,5224
9368,3050
9370,6579
9381,4158
9383,8214
9399,2686
9411,657
9413,6634
9415,6144
9421,4850
9441,3316
9458,1633
9465,6836
9482,3982
9498,8066
9517,2044
9541,8282
9547,3579
9549,4333
9550,2718
9559,7327
9569,4819
9571,2600
9586,5396
9594,818
9649,4163
9682,4927
9683,125
9696,4092
9747,4201
9749,38
9764,8444
9827,8687
9843,2226
9852,4715
9858,6923
9866,6283
9868,4294
9872,495
9875,3225
9890,9189
9893,5534
9907,6956
9910,65
9911,5562
9915,3057
9922,298
9924,6849
9926,4251
9936,2218
9943,9396
9963,429
9974,9226
9992,705
9999,4017
